"Date","Price","Open","High","Low","Vol.","Change %"
"27/05/2025","1,590.50","1,590.50","1,590.50","1,590.50","20.72K","0.00%"
"26/05/2025","1,590.50","1,590.50","1,590.50","1,590.50","19.12K","0.00%"
"23/05/2025","1,590.50","1,590.50","1,590.50","1,590.50","61.28K","0.00%"
"22/05/2025","1,590.50","1,590.50","1,590.50","1,590.50","50.00K","0.00%"
"21/05/2025","1,590.50","1,464.10","1,590.50","1,590.50","212.65K","8.63%"
"20/05/2025","1,464.10","1,331.00","1,464.10","1,464.10","322.10K","10.00%"
"19/05/2025","1,331.00","1,331.00","1,331.00","1,331.00","99.78K","0.00%"
"16/05/2025","1,331.00","1,331.00","1,331.00","1,331.00","46.28K","0.00%"
"15/05/2025","1,331.00","1,210.00","1,331.00","1,331.00","542.56K","10.00%"
"14/05/2025","1,210.00","1,210.00","1,210.00","1,210.00","67.51K","0.00%"
"13/05/2025","1,210.00","1,210.00","1,210.00","1,210.00","80.12K","0.00%"
"12/05/2025","1,210.00","1,210.00","1,210.00","1,210.00","61.67K","0.00%"
"09/05/2025","1,210.00","1,210.00","1,210.00","1,210.00","71.15K","0.00%"
"08/05/2025","1,210.00","1,210.00","1,210.00","1,210.00","4.50K","0.00%"
"07/05/2025","1,210.00","1,210.00","1,210.00","1,210.00","140.38K","0.00%"
"06/05/2025","1,210.00","1,100.00","1,210.00","1,210.00","205.42K","10.00%"
"05/05/2025","1,100.00","1,100.00","1,100.00","1,100.00","18.44K","0.00%"
"02/05/2025","1,100.00","1,100.00","1,100.00","1,100.00","181.09K","0.00%"
"30/04/2025","1,100.00","1,100.00","1,100.00","1,100.00","89.28K","0.00%"
"29/04/2025","1,100.00","1,100.00","1,100.00","1,100.00","54.93K","0.00%"
"28/04/2025","1,100.00","1,100.00","1,100.00","1,100.00","14.84K","0.00%"
"25/04/2025","1,100.00","1,100.00","1,100.00","1,100.00","21.21K","0.00%"
"24/04/2025","1,100.00","1,000.00","1,100.00","1,100.00","117.27K","10.00%"
"23/04/2025","1,000.00","1,000.00","1,000.00","1,000.00","170.77K","0.00%"
"22/04/2025","1,000.00","1,000.00","1,000.00","1,000.00","164.24K","0.00%"
"17/04/2025","1,000.00","1,000.00","1,000.00","1,000.00","180.34K","0.00%"
"16/04/2025","1,000.00","1,000.00","1,000.00","1,000.00","6.62K","0.00%"
"15/04/2025","1,000.00","1,000.00","1,000.00","1,000.00","298.79K","0.00%"
"14/04/2025","1,000.00","1,020.00","1,000.00","1,000.00","211.07K","-1.96%"
"11/04/2025","1,020.00","1,020.00","1,020.00","1,020.00","105.82K","0.00%"
"10/04/2025","1,020.00","1,020.00","1,020.00","1,020.00","9.39K","0.00%"
"09/04/2025","1,020.00","1,020.00","1,020.00","1,020.00","174.91K","0.00%"
"08/04/2025","1,020.00","1,020.00","1,020.00","1,020.00","194.34K","0.00%"
"07/04/2025","1,020.00","1,020.00","1,020.00","1,020.00","307.36K","0.00%"
"04/04/2025","1,020.00","1,020.00","1,020.00","1,020.00","50.03K","0.00%"
"03/04/2025","1,020.00","1,020.00","1,020.00","1,020.00","8.31K","0.00%"
"02/04/2025","1,020.00","1,020.00","1,020.00","1,020.00","64.05K","0.00%"
"28/03/2025","1,020.00","1,000.00","1,020.00","1,020.00","2.35M","2.00%"
"27/03/2025","1,000.00","1,000.00","1,000.00","1,000.00","29.88K","0.00%"
"26/03/2025","1,000.00","975.00","1,000.00","1,000.00","849.31K","2.56%"
"25/03/2025","975.00","975.00","975.00","975.00","7.90K","0.00%"
"24/03/2025","975.00","975.00","975.00","975.00","316.12K","0.00%"
"21/03/2025","975.00","975.00","975.00","975.00","24.99K","0.00%"
"20/03/2025","975.00","975.00","975.00","975.00","15.18K","0.00%"
"19/03/2025","975.00","975.00","975.00","975.00","23.02K","0.00%"
"18/03/2025","975.00","975.00","975.00","975.00","45.88K","0.00%"
"17/03/2025","975.00","975.00","975.00","975.00","10.52K","0.00%"
"14/03/2025","975.00","975.00","975.00","975.00","9.21K","0.00%"
"13/03/2025","975.00","975.00","975.00","975.00","161.87K","0.00%"
"12/03/2025","975.00","975.00","975.00","975.00","33.72K","0.00%"
"11/03/2025","975.00","975.00","975.00","975.00","10.73K","0.00%"
"10/03/2025","975.00","975.00","975.00","975.00","51.27K","0.00%"
"07/03/2025","975.00","975.00","975.00","975.00","14.69K","0.00%"
"06/03/2025","975.00","975.00","975.00","975.00","26.69K","0.00%"
"05/03/2025","975.00","975.00","975.00","975.00","6.77K","0.00%"
"04/03/2025","975.00","975.00","975.00","975.00","29.97K","0.00%"
"03/03/2025","975.00","975.00","975.00","975.00","21.82K","0.00%"
"28/02/2025","975.00","975.00","975.00","975.00","63.40K","0.00%"
"27/02/2025","975.00","975.00","975.00","975.00","110.02K","0.00%"
"26/02/2025","975.00","975.00","975.00","975.00","15.89K","0.00%"
"25/02/2025","975.00","975.00","975.00","975.00","15.50K","0.00%"
"24/02/2025","975.00","975.00","975.00","975.00","13.38K","0.00%"
"21/02/2025","975.00","975.00","975.00","975.00","228.56K","0.00%"
"20/02/2025","975.00","975.00","975.00","975.00","11.94K","0.00%"
"19/02/2025","975.00","975.00","975.00","975.00","20.43K","0.00%"
"18/02/2025","975.00","975.00","975.00","975.00","70.25K","0.00%"
"17/02/2025","975.00","975.00","975.00","975.00","16.92K","0.00%"
"14/02/2025","975.00","975.00","975.00","975.00","19.84K","0.00%"
"13/02/2025","975.00","975.00","975.00","975.00","8.30K","0.00%"
"12/02/2025","975.00","975.00","975.00","975.00","100.99K","0.00%"
"11/02/2025","975.00","975.00","975.00","975.00","32.50K","0.00%"
"10/02/2025","975.00","975.00","975.00","975.00","17.15K","0.00%"
"07/02/2025","975.00","975.00","975.00","975.00","39.72K","0.00%"
"06/02/2025","975.00","975.00","975.00","975.00","52.57K","0.00%"
"05/02/2025","975.00","975.00","975.00","975.00","126.45K","0.00%"
"04/02/2025","975.00","975.00","975.00","975.00","24.37K","0.00%"
"03/02/2025","975.00","975.00","975.00","975.00","5.88K","0.00%"
"31/01/2025","975.00","950.00","975.00","970.00","871.38K","2.63%"
"30/01/2025","950.00","950.00","950.00","950.00","19.07K","0.00%"
"29/01/2025","950.00","950.00","950.00","950.00","23.62K","0.00%"
"28/01/2025","950.00","950.00","950.00","950.00","290.96K","0.00%"
"27/01/2025","950.00","875.00","950.00","950.00","781.98K","8.57%"
"24/01/2025","875.00","875.00","875.00","875.00","146.10K","0.00%"
"23/01/2025","875.00","875.00","875.00","875.00","32.83K","0.00%"
"22/01/2025","875.00","875.00","875.00","875.00","97.63K","0.00%"
"21/01/2025","875.00","875.00","875.00","875.00","22.26K","0.00%"
"20/01/2025","875.00","875.00","875.00","875.00","13.86K","0.00%"
"17/01/2025","875.00","875.00","875.00","875.00","93.73K","0.00%"
"16/01/2025","875.00","875.00","875.00","875.00","35.65K","0.00%"
"15/01/2025","875.00","875.00","875.00","875.00","161.72K","0.00%"
"14/01/2025","875.00","875.00","875.00","875.00","327.66K","0.00%"
"13/01/2025","875.00","875.00","875.00","875.00","24.88K","0.00%"
"10/01/2025","875.00","875.00","875.00","875.00","42.01K","0.00%"
"09/01/2025","875.00","875.00","875.00","875.00","26.94K","0.00%"
"08/01/2025","875.00","875.00","875.00","875.00","3.72K","0.00%"
"07/01/2025","875.00","875.00","875.00","875.00","43.90K","0.00%"
"06/01/2025","875.00","875.00","875.00","875.00","19.11K","0.00%"
"03/01/2025","875.00","875.00","875.00","875.00","188.93K","0.00%"
"02/01/2025","875.00","875.00","875.00","875.00","9.82K","0.00%"
"31/12/2024","875.00","875.00","875.00","875.00","13.06K","0.00%"
"30/12/2024","875.00","875.00","875.00","875.00","45.38K","0.00%"
"27/12/2024","875.00","875.00","875.00","875.00","27.86K","0.00%"
"24/12/2024","875.00","875.00","875.00","875.00","10.90K","0.00%"
"23/12/2024","875.00","875.00","875.00","875.00","22.31K","0.00%"
"20/12/2024","875.00","875.00","875.00","875.00","65.56K","0.00%"
"19/12/2024","875.00","860.00","875.00","875.00","1.25M","1.74%"
"18/12/2024","860.00","860.00","860.00","860.00","15.12K","0.00%"
"17/12/2024","860.00","860.00","860.00","860.00","12.81K","0.00%"
"16/12/2024","860.00","860.00","860.00","860.00","5.98K","0.00%"
"13/12/2024","860.00","860.00","860.00","860.00","56.78K","0.00%"
"12/12/2024","860.00","860.00","860.00","860.00","61.40K","0.00%"
"11/12/2024","860.00","860.00","860.00","860.00","2.95K","0.00%"
"10/12/2024","860.00","850.00","860.00","860.00","231.05K","1.18%"
"09/12/2024","850.00","850.00","850.00","850.00","14.65K","0.00%"
"06/12/2024","850.00","850.00","850.00","850.00","10.94K","0.00%"
"05/12/2024","850.00","850.00","850.00","850.00","29.59K","0.00%"
"04/12/2024","850.00","850.00","850.00","850.00","148.49K","0.00%"
"03/12/2024","850.00","850.00","850.00","850.00","33.01K","0.00%"
"02/12/2024","850.00","850.00","850.00","850.00","3.23K","0.00%"
"29/11/2024","850.00","850.00","850.00","850.00","12.81K","0.00%"
"28/11/2024","850.00","850.00","850.00","850.00","3.82K","0.00%"
"27/11/2024","850.00","850.00","850.00","850.00","9.87K","0.00%"
"26/11/2024","850.00","850.00","850.00","850.00","5.25K","0.00%"
"25/11/2024","850.00","850.00","850.00","850.00","11.33K","0.00%"
"22/11/2024","850.00","850.00","850.00","850.00","12.07K","0.00%"
"21/11/2024","850.00","850.00","850.00","850.00","107.84K","0.00%"
"20/11/2024","850.00","850.00","850.00","850.00","92.14K","0.00%"
"19/11/2024","850.00","850.00","850.00","850.00","48.30K","0.00%"
"18/11/2024","850.00","850.00","850.00","850.00","12.29K","0.00%"
"15/11/2024","850.00","850.00","850.00","850.00","91.04K","0.00%"
"14/11/2024","850.00","850.00","850.00","850.00","8.21K","0.00%"
"13/11/2024","850.00","850.00","850.00","850.00","58.65K","0.00%"
"12/11/2024","850.00","885.00","850.00","850.00","312.15K","-3.95%"
"11/11/2024","885.00","885.00","885.00","885.00","42.35K","0.00%"
"08/11/2024","885.00","885.00","885.00","885.00","12.26K","0.00%"
"07/11/2024","885.00","885.00","885.00","885.00","5.34K","0.00%"
"06/11/2024","885.00","885.00","885.00","885.00","10.45K","0.00%"
"05/11/2024","885.00","885.00","885.00","885.00","28.94K","0.00%"
"04/11/2024","885.00","885.00","885.00","885.00","30.60K","0.00%"
"01/11/2024","885.00","885.00","885.00","885.00","43.48K","0.00%"
"31/10/2024","885.00","885.00","885.00","885.00","33.41K","0.00%"
"30/10/2024","885.00","885.00","885.00","885.00","16.84K","0.00%"
"29/10/2024","885.00","885.00","885.00","885.00","3.66K","0.00%"
"28/10/2024","885.00","885.00","885.00","885.00","14.16K","0.00%"
"25/10/2024","885.00","885.00","885.00","885.00","17.24K","0.00%"
"24/10/2024","885.00","885.00","885.00","885.00","10.25K","0.00%"
"23/10/2024","885.00","885.00","885.00","885.00","8.26K","0.00%"
"22/10/2024","885.00","885.00","885.00","885.00","6.47K","0.00%"
"21/10/2024","885.00","870.00","885.00","885.00","912.78K","1.72%"
"18/10/2024","870.00","870.00","870.00","870.00","45.81K","0.00%"
"17/10/2024","870.00","870.00","870.00","870.00","31.49K","0.00%"
"16/10/2024","870.00","890.00","870.00","850.00","1.15M","-2.25%"
"15/10/2024","890.00","890.00","890.00","890.00","99.31K","0.00%"
"14/10/2024","890.00","890.00","890.00","890.00","57.66K","0.00%"
"11/10/2024","890.00","890.00","890.00","890.00","12.34K","0.00%"
"10/10/2024","890.00","890.00","890.00","890.00","66.31K","0.00%"
"09/10/2024","890.00","890.00","890.00","890.00","24.45K","0.00%"
"08/10/2024","890.00","890.00","890.00","890.00","97.97K","0.00%"
"07/10/2024","890.00","890.00","890.00","890.00","10.74K","0.00%"
"04/10/2024","890.00","890.00","890.00","890.00","107.38K","0.00%"
"03/10/2024","890.00","890.00","890.00","890.00","22.65K","0.00%"
"02/10/2024","890.00","890.00","890.00","890.00","8.63K","0.00%"
"30/09/2024","890.00","890.00","890.00","890.00","5.40K","0.00%"
"27/09/2024","890.00","890.00","890.00","890.00","4.30K","0.00%"
"26/09/2024","890.00","890.00","890.00","890.00","11.39K","0.00%"
"25/09/2024","890.00","890.00","890.00","890.00","2.88K","0.00%"
"24/09/2024","890.00","890.00","890.00","890.00","43.34K","0.00%"
"23/09/2024","890.00","890.00","890.00","890.00","25.10K","0.00%"
"20/09/2024","890.00","890.00","890.00","890.00","52.11K","0.00%"
"19/09/2024","890.00","890.00","890.00","890.00","19.14K","0.00%"
"18/09/2024","890.00","890.00","890.00","890.00","23.47K","0.00%"
"17/09/2024","890.00","890.00","890.00","890.00","17.85K","0.00%"
"13/09/2024","890.00","890.00","890.00","890.00","92.14K","0.00%"
"12/09/2024","890.00","810.00","890.00","890.00","429.20K","9.88%"
"11/09/2024","810.00","810.00","810.00","810.00","29.99K","0.00%"
"10/09/2024","810.00","810.00","810.00","810.00","7.84K","0.00%"
"09/09/2024","810.00","810.00","810.00","810.00","13.46K","0.00%"
"06/09/2024","810.00","810.00","810.00","810.00","8.10K","0.00%"
"05/09/2024","810.00","810.00","810.00","810.00","128.62K","0.00%"
"04/09/2024","810.00","810.00","810.00","810.00","51.61K","0.00%"
"03/09/2024","810.00","810.00","810.00","810.00","33.87K","0.00%"
"02/09/2024","810.00","805.00","810.00","810.00","579.01K","0.62%"
"30/08/2024","805.00","805.00","805.00","805.00","2.43K","0.00%"
"29/08/2024","805.00","805.00","805.00","805.00","156.98K","0.00%"
"28/08/2024","805.00","805.00","805.00","805.00","9.45K","0.00%"
"27/08/2024","805.00","805.00","805.00","805.00","27.04K","0.00%"
"26/08/2024","805.00","805.00","805.00","805.00","27.10K","0.00%"
"23/08/2024","805.00","805.00","805.00","805.00","21.32K","0.00%"
"22/08/2024","805.00","805.00","805.00","805.00","5.16K","0.00%"
"21/08/2024","805.00","805.00","805.00","805.00","10.85K","0.00%"
"20/08/2024","805.00","805.00","805.00","805.00","23.83K","0.00%"
"19/08/2024","805.00","805.00","805.00","805.00","27.58K","0.00%"
"16/08/2024","805.00","805.00","805.00","805.00","4.61K","0.00%"
"15/08/2024","805.00","805.00","805.00","805.00","2.39K","0.00%"
"14/08/2024","805.00","805.00","805.00","805.00","9.60K","0.00%"
"13/08/2024","805.00","815.00","805.00","805.00","3.04M","-1.23%"
"12/08/2024","815.00","815.00","815.00","815.00","29.51K","0.00%"
"09/08/2024","815.00","815.00","815.00","815.00","17.91K","0.00%"
"08/08/2024","815.00","815.00","815.00","815.00","20.84K","0.00%"
"07/08/2024","815.00","830.00","815.00","815.00","234.91K","-1.81%"
"06/08/2024","830.00","830.00","830.00","830.00","70.46K","0.00%"
"05/08/2024","830.00","830.00","899.70","830.00","7.19K","0.00%"
"02/08/2024","830.00","830.00","898.80","830.00","2.81K","0.00%"
"01/08/2024","830.00","830.00","830.00","830.00","255.46K","0.00%"
"31/07/2024","830.00","830.00","835.00","828.00","90.15K","0.00%"
"30/07/2024","830.00","920.00","830.00","830.00","234.12K","-9.78%"
"29/07/2024","920.00","920.00","850.00","830.00","8.41K","0.00%"
"26/07/2024","920.00","920.00","850.00","830.20","43.89K","0.00%"
"25/07/2024","920.00","920.00","868.00","830.80","20.32K","0.00%"
"24/07/2024","920.00","920.00","867.00","832.50","13.88K","0.00%"
"23/07/2024","920.00","920.00","868.90","830.00","33.48K","0.00%"
"22/07/2024","920.00","920.00","873.00","835.00","25.94K","0.00%"
"19/07/2024","920.00","920.00","887.90","845.00","6.10K","0.00%"
"18/07/2024","920.00","920.00","889.90","835.20","17.92K","0.00%"
"17/07/2024","920.00","920.00","893.00","840.00","70.88K","0.00%"
"16/07/2024","920.00","920.00","899.90","850.00","12.27K","0.00%"
"15/07/2024","920.00","920.00","900.00","830.40","6.60K","0.00%"
"12/07/2024","920.00","920.00","890.00","845.00","86.11K","0.00%"
"11/07/2024","920.00","920.00","900.00","850.00","59.20K","0.00%"
"10/07/2024","920.00","920.00","900.00","860.00","18.77K","0.00%"
"09/07/2024","920.00","920.00","900.00","880.10","37.18K","0.00%"
"08/07/2024","920.00","920.00","916.00","880.00","8.21K","0.00%"
"05/07/2024","920.00","920.00","915.00","881.00","20.76K","0.00%"
"04/07/2024","920.00","920.00","919.90","881.00","23.98K","0.00%"
"03/07/2024","920.00","920.00","920.00","832.00","7.64K","0.00%"
"02/07/2024","920.00","920.00","916.00","891.10","3.76K","0.00%"
"01/07/2024","920.00","920.00","928.00","890.50","15.25K","0.00%"
"28/06/2024","920.00","920.00","920.00","900.00","11.02K","0.00%"
"27/06/2024","920.00","920.00","920.00","903.00","21.86K","0.00%"
"26/06/2024","920.00","920.00","920.00","910.00","5.80K","0.00%"
"25/06/2024","920.00","920.00","920.00","906.00","35.87K","0.00%"
"24/06/2024","920.00","920.00","929.90","905.00","13.05K","0.00%"
"21/06/2024","920.00","925.10","920.00","920.00","212.44K","-0.55%"
"20/06/2024","925.10","925.10","946.00","925.00","4.51K","0.00%"
"19/06/2024","925.10","925.00","925.10","925.10","246.39K","0.01%"
"14/06/2024","925.00","910.00","925.00","925.00","129.57K","1.65%"
"13/06/2024","910.00","910.00","943.90","921.00","110.01K","0.00%"
"11/06/2024","910.00","910.00","944.90","920.10","123.76K","0.00%"
"10/06/2024","910.00","910.00","954.00","925.00","3.04K","0.00%"
"07/06/2024","910.00","910.00","953.00","922.10","16.55K","0.00%"
"06/06/2024","910.00","910.00","952.00","920.00","37.14K","0.00%"
"05/06/2024","910.00","905.00","910.00","910.00","171.19K","0.55%"
"04/06/2024","905.00","905.00","949.60","900.00","48.74K","0.00%"
"03/06/2024","905.00","905.00","964.00","901.50","6.24K","0.00%"
"31/05/2024","905.00","900.00","905.00","905.00","377.08K","0.56%"
"30/05/2024","900.00","900.00","940.00","900.40","11.71K","0.00%"
"29/05/2024","900.00","900.00","951.70","900.00","12.93K","0.00%"
"28/05/2024","900.00","900.00","959.00","900.00","12.93K","0.00%"
"27/05/2024","900.00","900.00","963.40","900.10","5.74K","0.00%"
"24/05/2024","900.00","900.00","973.00","900.00","9.15K","0.00%"
"23/05/2024","900.00","900.00","920.00","905.00","2.81K","0.00%"
"22/05/2024","900.00","900.00","900.50","900.00","10.78K","0.00%"
"21/05/2024","900.00","820.00","900.00","900.00","479.62K","9.76%"
"20/05/2024","820.00","820.00","900.00","890.00","75.04K","0.00%"
"17/05/2024","820.00","820.00","900.00","871.50","4.83K","0.00%"
"16/05/2024","820.00","820.00","900.00","890.00","84.90K","0.00%"
"15/05/2024","820.00","820.00","899.90","850.70","11.83K","0.00%"
"14/05/2024","820.00","820.00","898.90","840.00","14.01K","0.00%"
"13/05/2024","820.00","820.00","898.80","840.20","10.55K","0.00%"
"10/05/2024","820.00","820.00","895.00","847.10","5.05K","0.00%"
"09/05/2024","820.00","820.00","899.00","830.10","7.04K","0.00%"
"08/05/2024","820.00","796.00","820.00","820.00","767.15K","3.02%"
"07/05/2024","796.00","796.00","840.00","812.00","132.11K","0.00%"
"06/05/2024","796.00","796.00","855.00","805.00","30.54K","0.00%"
"03/05/2024","796.00","796.00","857.30","815.50","70.73K","0.00%"
"02/05/2024","796.00","796.00","869.00","812.30","119.80K","0.00%"
"30/04/2024","796.00","796.00","849.50","795.40","455.43K","0.00%"
"29/04/2024","796.00","795.30","796.00","796.00","643.54K","0.09%"
"26/04/2024","795.30","820.00","795.30","795.30","685.87K","-3.01%"
"25/04/2024","820.00","820.00","835.00","786.00","41.43K","0.00%"
"24/04/2024","820.00","820.00","820.00","820.00","571.39K","0.00%"
"23/04/2024","820.00","900.00","820.00","820.00","823.44K","-8.89%"
"22/04/2024","900.00","900.00","840.00","831.50","7.15K","0.00%"
"19/04/2024","900.00","900.00","840.00","831.50","15.40K","0.00%"
"18/04/2024","900.00","900.00","839.90","831.50","9.96K","0.00%"
"17/04/2024","900.00","900.00","840.00","835.00","15.96K","0.00%"
"16/04/2024","900.00","900.00","898.00","835.50","324.57K","0.00%"
"15/04/2024","900.00","900.00","899.40","825.50","14.12K","0.00%"
"12/04/2024","900.00","900.10","900.00","900.00","336.31K","-0.01%"
"08/04/2024","900.10","900.10","901.00","860.20","48.47K","0.00%"
"05/04/2024","900.10","900.10","944.90","900.00","18.62K","0.00%"
"04/04/2024","900.10","900.10","943.00","902.00","77.19K","0.00%"
"03/04/2024","900.10","900.10","950.00","902.10","32.52K","0.00%"
"02/04/2024","900.10","900.10","964.90","905.00","18.01K","0.00%"
"28/03/2024","900.10","900.00","900.10","900.00","1.01M","0.01%"
"27/03/2024","900.00","899.90","900.00","900.00","226.61K","0.01%"
"26/03/2024","899.90","900.00","899.90","899.90","614.01K","-0.01%"
"25/03/2024","900.00","900.00","900.00","900.00","28.15K","0.00%"
"22/03/2024","900.00","900.00","900.00","900.00","300.32K","0.00%"
"21/03/2024","900.00","901.00","900.00","900.00","2.03M","-0.11%"
"20/03/2024","901.00","901.00","950.00","898.00","10.97K","0.00%"
"19/03/2024","901.00","901.00","950.00","899.00","70.68K","0.00%"
"18/03/2024","901.00","901.00","969.80","902.00","6.09K","0.00%"
"15/03/2024","901.00","901.00","919.50","900.10","9.64K","0.00%"
"14/03/2024","901.00","901.00","901.00","901.00","1.11M","0.00%"
"13/03/2024","901.00","901.00","901.00","901.00","1.67M","0.00%"
"12/03/2024","901.00","900.10","901.00","901.00","513.05K","0.10%"
"11/03/2024","900.10","900.00","900.10","900.10","260.87K","0.01%"
"08/03/2024","900.00","900.00","900.00","900.00","1.17M","0.00%"
"07/03/2024","900.00","900.00","925.00","890.00","18.57K","0.00%"
"06/03/2024","900.00","900.00","919.00","875.00","11.46K","0.00%"
"05/03/2024","900.00","900.00","979.00","822.00","19.87K","0.00%"
"04/03/2024","900.00","900.00","977.00","892.00","14.56K","0.00%"
"01/03/2024","900.00","900.00","968.40","891.00","43.21K","0.00%"
"29/02/2024","900.00","990.00","900.00","900.00","1.18M","-9.09%"
"28/02/2024","990.00","990.00","999.00","891.10","221.61K","0.00%"
"27/02/2024","990.00","990.00","990.00","891.00","79.18K","0.00%"
"26/02/2024","990.00","1,100.00","990.00","990.00","340.88K","-10.00%"
"23/02/2024","1,100.00","1,100.00","1,000.00","990.00","217.82K","0.00%"
"22/02/2024","1,100.00","1,100.00","990.00","990.00","4.22K","0.00%"
"21/02/2024","1,100.00","1,100.00","999.00","990.00","9.60K","0.00%"
"20/02/2024","1,100.00","1,100.00","1,000.00","990.00","9.91K","0.00%"
"19/02/2024","1,100.00","1,100.00","1,029.80","990.00","7.48K","0.00%"
