"Date","Price","Open","High","Low","Vol.","Change %"
"06/06/2025","56.85","56.85","56.85","56.85","","0.00%"
"05/06/2025","56.85","56.85","56.85","56.75","21.21M","9.96%"
"04/06/2025","51.70","51.70","51.70","51.50","3.77M","10.00%"
"03/06/2025","47.00","46.40","47.00","47.00","2.01M","1.29%"
"02/06/2025","46.40","45.20","46.40","45.05","2.91M","2.65%"
"30/05/2025","45.20","48.00","47.60","45.20","4.81M","-5.83%"
"29/05/2025","48.00","49.00","49.20","48.00","2.57M","-2.04%"
"28/05/2025","49.00","47.70","49.00","48.60","1.92M","2.73%"
"27/05/2025","47.70","48.60","48.50","47.70","3.97M","-1.85%"
"26/05/2025","48.60","48.50","50.00","48.50","3.48M","0.21%"
"23/05/2025","48.50","50.00","48.50","48.50","2.26M","-3.00%"
"22/05/2025","50.00","50.00","50.00","50.00","1.76M","0.00%"
"21/05/2025","50.00","52.50","50.00","50.00","2.45M","-4.76%"
"20/05/2025","52.50","53.00","52.50","52.50","4.23M","-0.94%"
"19/05/2025","53.00","52.00","53.00","53.00","3.43M","1.92%"
"16/05/2025","52.00","52.50","52.60","52.00","2.71M","-0.95%"
"15/05/2025","52.50","53.50","53.50","51.75","5.47M","-1.87%"
"14/05/2025","53.50","49.50","54.45","51.05","9.78M","8.08%"
"13/05/2025","49.50","45.00","49.50","47.00","6.34M","10.00%"
"12/05/2025","45.00","43.10","45.00","43.15","4.79M","4.41%"
"09/05/2025","43.10","43.10","43.10","43.10","1.87M","0.00%"
"08/05/2025","43.10","42.75","43.50","43.10","3.58M","0.82%"
"07/05/2025","42.75","43.75","42.75","42.75","4.27M","-2.29%"
"06/05/2025","43.75","41.00","44.40","43.75","2.20M","6.71%"
"05/05/2025","41.00","41.70","41.85","41.00","3.88M","-1.68%"
"02/05/2025","41.70","42.05","41.70","41.70","2.31M","-0.83%"
"30/04/2025","42.05","42.05","42.05","42.05","3.04M","0.00%"
"29/04/2025","42.05","42.00","42.05","42.00","5.58M","0.12%"
"28/04/2025","42.00","40.50","42.15","39.95","3.41M","3.70%"
"25/04/2025","40.50","40.50","40.50","40.50","3.78M","0.00%"
"24/04/2025","40.50","39.40","40.50","39.40","5.68M","2.79%"
"23/04/2025","39.40","39.40","39.40","39.40","1.34M","0.00%"
"22/04/2025","39.40","40.00","39.90","39.00","3.63M","-1.50%"
"17/04/2025","40.00","37.65","40.50","38.00","2.35M","6.24%"
"16/04/2025","37.65","38.00","37.65","37.40","1.72M","-0.92%"
"15/04/2025","38.00","38.00","38.00","38.00","2.38M","0.00%"
"14/04/2025","38.00","39.00","38.00","37.50","5.45M","-2.56%"
"11/04/2025","39.00","41.30","41.00","39.00","2.70M","-5.57%"
"10/04/2025","41.30","41.50","41.50","41.30","3.27M","1.98%"
"09/04/2025","40.50","38.00","41.80","39.50","9.48M","6.58%"
"08/04/2025","38.00","37.80","38.00","35.75","6.25M","0.53%"
"07/04/2025","37.80","42.00","38.05","37.80","8.54M","-10.00%"
"04/04/2025","42.00","45.00","45.00","40.40","10.68M","-6.04%"
"03/04/2025","44.70","45.70","46.00","44.70","3.32M","-2.19%"
"02/04/2025","45.70","48.35","47.95","45.70","3.70M","-5.48%"
"28/03/2025","48.35","48.10","49.00","48.00","3.96M","0.52%"
"27/03/2025","48.10","50.00","49.00","48.10","3.36M","-3.80%"
"26/03/2025","50.00","50.00","50.00","50.00","844.70K","0.00%"
"25/03/2025","50.00","53.00","50.00","50.00","1.31M","-5.66%"
"24/03/2025","53.00","51.00","53.00","51.80","2.29M","3.92%"
"21/03/2025","51.00","48.30","51.00","51.00","1.56M","5.59%"
"20/03/2025","48.30","48.30","48.30","48.30","2.46M","0.00%"
"19/03/2025","48.30","50.60","48.30","48.00","4.82M","-4.55%"
"18/03/2025","50.60","50.95","50.60","50.00","2.71M","-0.69%"
"17/03/2025","50.95","52.00","51.00","50.05","3.97M","-2.02%"
"14/03/2025","52.00","53.00","52.70","52.00","2.73M","-1.89%"
"13/03/2025","53.00","52.70","53.00","53.00","1.38M","0.57%"
"12/03/2025","52.70","53.75","52.70","52.70","4.14M","-1.95%"
"11/03/2025","53.75","53.30","53.75","53.30","3.14M","-0.46%"
"10/03/2025","54.00","56.00","54.00","53.50","3.91M","-3.57%"
"07/03/2025","56.00","56.75","56.00","56.00","2.87M","-1.32%"
"06/03/2025","56.75","56.75","56.75","56.75","2.03M","0.00%"
"05/03/2025","56.75","56.75","56.75","56.75","2.57M","0.00%"
"04/03/2025","56.75","59.70","56.75","56.75","3.42M","-4.94%"
"03/03/2025","59.70","58.05","61.00","58.05","9.54M","2.84%"
"28/02/2025","58.05","56.30","58.05","56.00","9.09M","9.94%"
"27/02/2025","52.80","48.00","52.80","50.00","3.47M","10.00%"
